comentario,valor
Amazing can't wait to go back. Location where we were was spot on,Good
"Amazing chill out in tropical garden. Friendly staff, quiet and lovely neighbourhood, lots of places to eat nearby (delicious squid in Italian place on the way to the beach). Big pool, green territory with singing birds like in heaven. Short walk to the beach (10-15min), centre and to the Yumbo shopping centre. Bus stop to Las Palmas nearby. Migel let us check out even later than advertised giving we had an evening flight.",Good
"Amazing choice!. Great location, friendly staff, fantastic apartment. Beautiful outdoor swimming pool with a view",Good
"Amazing escape. Great location as we wanted a relaxing time no loud music around  if u want a night on the tiles only ten mins away in taxi.
We all loved the villa was amazing.",Good
"Amazing experience, but the food can improve. The location was amazing! Staff very pleasant and polite. I would definitely come back.",Good
Amazing holiday. Everything was excellent about this hotel the staff the food the atmosphere will be going back and have already recommended to others,Good
Amazing holiday. All great! Thanks!,Good
"Amazing holiday. The hotel is in a perfect location, couldn't be better. The staff is extremely friendly and helpful. We had half board and the selection of the breakfast/dinner was incredible. Various starters-mains-salads every day with desserts, drinks. We had an amazing holiday, highly recommend this place!!",Good
"Amazing holiday ! Fabulous views. Could not fault this hotel !! It was our second time staying here and yet again amazing !! Staff were excellent especially Ramon the pool bar man.
Food again brilliant and lots of freshly cooked choices. 
The area is fantastic with easy walks to Puerto Rico and Amadores... Views stunning !!!!!",Good
"Amazing holiday I'm sad to be home. Beds where extremely comfy, poolside was so relaxing!",Good
"Amazing holiday! Best I have had in years!. Apartments were extremely comfortable and clean. Staff were amazing, friendly, helpful and really made the stay! Pool bar was exceptional! It really is a home away from home! Can't wait our next visit there!",Good
Amazing holidays !!! Coming back soon .... Fantastic hotel really friendly staff. Pool was amazing ! Rooms are big and clean . Very good location. Breakfast and dinner food was amazing !!! Will come back !!!,Good
"Amazing holidays in an outstanding hotel. A true oasis in the Island. Excellent hotel accommodations, properly maintained, with amazing gardens. The service is outstanding, with very professional and amicable staff (all of them from the management level to the cleaning staff). In the main restaurant, the food is just amazing, with amazing and tasty new menus, every single night. The restaurant service is outstanding with very amicable staff with impressive expertise, to welcome children. It is absolutely amazing the commitment of the hotel to positively surprise its customers, all the time. The pool is very well designed and the water amazing in terms of temperature and cleanliness. Very nice SPA. The beach, located about 300 m away, is rather good and the water temperature at around 23-24º Celsius was fine. I wish this owning family and its staff, all the best and success.",Good
"Amazing Honeymoon. Awesome holiday, fantastic service, staff and facilities, we will defo go back, highly recommended :)",Good
"Amazing hosts and accommodation, highly recommended!. A very well kept garden and the swimming pool, an amazing balcony, a quiet location, very friendly and helpful hosts, a couple of supermarkets within a walking distance as well as nearby beach, all in all thanks for the great holiday, highly recommended!",Good
Amazing hotel. Everything fab place,Good
Amazing hotel. Amazing 10/10,Good
amazing hotel. the staff at the hotel are so friendly and attentive. the rooms and grounds are also very good and the beds are super.,Good
Amazing hotel. The hotel was perfect. The staff was very helpful. We really enjoyed our stay.,Good
Amazing hotel. Best hotel we have been to. Everything was perfect. We will return next year for sure !,Good
"Amazing hotel. This hotel is the best hotel i have stayed in so far the staff couldnt do enough for you , im a little fussy eater and the food was amazing after 10 days i still wanted to eat there , loads to do , close to beach and shops just simply amazing ....",Good
Amazing hotel. Beautiful location,Good
"Amazing hotel. Liked the whole stay , very pleased",Good
Amazing hotel. Stayed here last year and loved it - came back again and am thinking to come back next year. I think it says it all!,Good
Amazing Hotel. Breakfast was amazing,Good
AMAZING hotel  with wonderfull staff!!!. Wonderfull hotel! Absolut the TOP! The design and the interior is great. We have booked for a suite because a normal room is maybe bit to small. It was amazing. Also the view from the ocean and the dunes. The restaurant is unic. And the breakfast and the service from Miguel and his lovely colleges. We will come back for sure! Yes this is a 10 points hotel!!!!,Good
"Amazing hotel !!. The food was great, pool was fanatic veiws are great",Good
Amazing Hotel ...Impeccable service. Everything!!,Good
Amazing hotel we'll defo be back. The hotel and staff were amazing and so helpful . Decor is so fab and location is perfect,Good
"Amazing Hotel with Beautiful Views.. This is a beautiful hotel with amazing staff, views and facilities, i would highly recommend it to others",Good
